-397.577892505,-404.246081221
-292.599387631,-313.698874263
-177.101927657,-130.796790082
-115.080095468,-41.3637413831
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
-115.080095468,-26.4234007501
